Code;Entity;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;;;
TUR;Turkey;10345.272;10370.723;10715.418;11443.642;10889.127;11981.615;12855.497;13231.365;13358.573;12813.21;13486.676;12073.247;13026.9795;13613.353;14380.439;14507.764;15888.103;16664.893;16521.768;16535.234;17211.758;18146.143;18988.32;18532.307;18718.594;20173.496;20824.393;21773.725;21345.375;21973.062;21435.07;;;
TUR Total;;10345.272;10370.723;10715.418;11443.642;10889.127;11981.615;12855.497;13231.365;13358.573;12813.21;13486.676;12073.247;13026.9795;13613.353;14380.439;14507.764;15888.103;16664.893;16521.768;16535.234;17211.758;18146.143;18988.32;18532.307;18718.594;20173.496;20824.393;21773.725;21345.375;21973.062;21435.07;;;
TUV;Tuvalu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
TUV Total;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
TWN;Taiwan;28396.725;29759.426;31345.549;32885.426;34624.047;36522.035;37761.367;39699.84;41802.527;43448.12;45925.504;47058.73;48811.523;50724.273;52616.082;53089.465;54304.156;56416.973;54421.785;52871.984;56590.176;56172.34;55441.31;56396.766;57422.89;57150.895;57332.22;57079.03;57705.945;56546.945;54861.707;;;
TWN Total;;28396.725;29759.426;31345.549;32885.426;34624.047;36522.035;37761.367;39699.84;41802.527;43448.12;45925.504;47058.73;48811.523;50724.273;52616.082;53089.465;54304.156;56416.973;54421.785;52871.984;56590.176;56172.34;55441.31;56396.766;57422.89;57150.895;57332.22;57079.03;57705.945;56546.945;54861.707;;;
TZA;Tanzania;609.22125;544.2163;557.32587;562.8236;486.20844;466.89685;485.1368;442.21457;497.82812;509.66318;507.39966;568.7673;609.6456;599.97876;711.8553;731.13336;731.37897;770.0197;781.3906;755.73883;846.9323;838.51044;978.3811;991.1976;1005.08777;1002.2089;1062.1554;931.5729;968.8984;956.22565;913.5875;;;
TZA Total;;609.22125;544.2163;557.32587;562.8236;486.20844;466.89685;485.1368;442.21457;497.82812;509.66318;507.39966;568.7673;609.6456;599.97876;711.8553;731.13336;731.37897;770.0197;781.3906;755.73883;846.9323;838.51044;978.3811;991.1976;1005.08777;1002.2089;1062.1554;931.5729;968.8984;956.22565;913.5875;;;
UGA;Uganda;324.6787;332.45547;363.58163;354.1023;354.2156;347.4942;352.33768;363.63895;377.72678;366.53845;430.94543;426.19104;423.49295;432.8561;447.65942;493.46793;465.70273;545.6078;557.28687;552.86536;604.4495;614.26904;577.6927;651.41376;728.95105;707.7433;765.0577;804.89435;841.20447;811.62756;766.4143;;;
UGA Total;;324.6787;332.45547;363.58163;354.1023;354.2156;347.4942;352.33768;363.63895;377.72678;366.53845;430.94543;426.19104;423.49295;432.8561;447.65942;493.46793;465.70273;545.6078;557.28687;552.86536;604.4495;614.26904;577.6927;651.41376;728.95105;707.7433;765.0577;804.89435;841.20447;811.62756;766.4143;;;
UKR;Ukraine;61924.96;57952.484;48866.383;42841.754;36821.68;36226.188;34061.734;33145.51;32257.03;32047.443;32435.855;32281.633;32374.943;33439.895;33554.93;34223.043;34864.605;34933.59;33911.27;29011.01;31235.12;32400.47;31779.547;30228.559;26764.613;22306.594;23419.848;21840.365;22768.459;21661.146;20916.844;;;
UKR Total;;61924.96;57952.484;48866.383;42841.754;36821.68;36226.188;34061.734;33145.51;32257.03;32047.443;32435.855;32281.633;32374.943;33439.895;33554.93;34223.043;34864.605;34933.59;33911.27;29011.01;31235.12;32400.47;31779.547;30228.559;26764.613;22306.594;23419.848;21840.365;22768.459;21661.146;20916.844;;;
URY;Uruguay;12650.301;11161.6455;12807.296;13022.8125;12793.767;11284.824;11730.4;12754.899;15881.316;14172.597;14601.469;15946.608;14137.804;14181.147;13627.525;14696.39;13377.3125;15803.453;16750.07;17655.945;18292.451;17861.395;17839.785;18592.736;19071.291;19596.402;19814.26;19084.248;19538.71;19985.01;17631.44;;;
URY Total;;12650.301;11161.6455;12807.296;13022.8125;12793.767;11284.824;11730.4;12754.899;15881.316;14172.597;14601.469;15946.608;14137.804;14181.147;13627.525;14696.39;13377.3125;15803.453;16750.07;17655.945;18292.451;17861.395;17839.785;18592.736;19071.291;19596.402;19814.26;19084.248;19538.71;19985.01;17631.44;;;
USA;United States;91124.93;89745.16;89778.836;90385.83;90822.67;91624.125;93542.24;93064.17;92491.875;93004.37;93999.86;90772.18;91201.06;90619.11;91504.484;90654.53;89067.04;89395.14;86378.65;81376.18;83397.48;81962.36;79102.34;80556.516;80725.086;79317.37;78613.54;78289.01;80583.34;79489.016;73236.14;;;
USA Total;;91124.93;89745.16;89778.836;90385.83;90822.67;91624.125;93542.24;93064.17;92491.875;93004.37;93999.86;90772.18;91201.06;90619.11;91504.484;90654.53;89067.04;89395.14;86378.65;81376.18;83397.48;81962.36;79102.34;80556.516;80725.086;79317.37;78613.54;78289.01;80583.34;79489.016;73236.14;;;
UZB;Uzbekistan;25312.494;24421.416;22601.271;23760.521;22817.238;22078.691;22350.256;21735.543;21355.254;23867.217;24053.547;23824.65;24111.441;21826.992;21485.61;21171.098;19566.176;20663.172;19085.639;18643.188;18563.715;19236.137;18406.984;18200.295;18518.158;17386.195;16374.342;16642.676;16445.74;16212.221;15860.609;;;
UZB Total;;25312.494;24421.416;22601.271;23760.521;22817.238;22078.691;22350.256;21735.543;21355.254;23867.217;24053.547;23824.65;24111.441;21826.992;21485.61;21171.098;19566.176;20663.172;19085.639;18643.188;18563.715;19236.137;18406.984;18200.295;18518.158;17386.195;16374.342;16642.676;16445.74;16212.221;15860.609;;;
VCT;Saint Vincent and the Grenadines;3255.0496;2816.3108;3547.2825;3057.175;5061.373;5543.421;5057.8916;5831.607;6393.3174;6404.4346;6158.8203;7138.9165;7730.994;8126.263;9015.828;9096.029;9072.749;9295.734;9347.958;12625.214;9376.506;8740.024;10656.227;8768.699;9080.616;9347.2705;9374.356;10836.359;9998.609;8642.675;7788.496;;;
VCT Total;;3255.0496;2816.3108;3547.2825;3057.175;5061.373;5543.421;5057.8916;5831.607;6393.3174;6404.4346;6158.8203;7138.9165;7730.994;8126.263;9015.828;9096.029;9072.749;9295.734;9347.958;12625.214;9376.506;8740.024;10656.227;8768.699;9080.616;9347.2705;9374.356;10836.359;9998.609;8642.675;7788.496;;;
VEN;Venezuela;30558.836;30042.266;31768.113;30731.828;32638.688;32903.047;31404.355;32527.557;33812.812;33186.24;33499.535;34171.555;33954.152;31175.873;33286.9;33737.117;35027.71;36432.215;35231.3;34660.01;32956.67;33334.72;34445.082;34310.51;32559.598;31748.31;27460.873;27842.625;24079.88;21230.727;17725.27;;;
VEN Total;;30558.836;30042.266;31768.113;30731.828;32638.688;32903.047;31404.355;32527.557;33812.812;33186.24;33499.535;34171.555;33954.152;31175.873;33286.9;33737.117;35027.71;36432.215;35231.3;34660.01;32956.67;33334.72;34445.082;34310.51;32559.598;31748.31;27460.873;27842.625;24079.88;21230.727;17725.27;;;
VGB;British Virgin Islands;12377.165;12019.932;11769.005;11475.74;11210.021;10945.183;13806.164;13425.307;13080.203;12740.941;21736.926;21645.822;22226.912;22993.805;23387.111;23259.297;24482.652;24503.428;25397.865;25707.512;26000.848;26247.3;25734.096;25516.426;25639.906;25398.59;25417.586;23629.582;29075.836;23027.121;19221.441;;;
VGB Total;;12377.165;12019.932;11769.005;11475.74;11210.021;10945.183;13806.164;13425.307;13080.203;12740.941;21736.926;21645.822;22226.912;22993.805;23387.111;23259.297;24482.652;24503.428;25397.865;25707.512;26000.848;26247.3;25734.096;25516.426;25639.906;25398.59;25417.586;23629.582;29075.836;23027.121;19221.441;;;
VIR;United States Virgin Islands;120911.766;121186.63;122232.09;123372.18;119421.94;116870.03;114209.41;112730.516;111899.016;114082.37;359735.06;521581.84;517419.84;611765.8;630411.4;618156.7;657539.2;613870.8;355868.8;310681.12;281959.75;187854.5;108371.03;57181.285;117629.8;117262.195;97531.43;97552.56;98192.98;98710.72;92570.04;;;
VIR Total;;120911.766;121186.63;122232.09;123372.18;119421.94;116870.03;114209.41;112730.516;111899.016;114082.37;359735.06;521581.84;517419.84;611765.8;630411.4;618156.7;657539.2;613870.8;355868.8;310681.12;281959.75;187854.5;108371.03;57181.285;117629.8;117262.195;97531.43;97552.56;98192.98;98710.72;92570.04;;;
VNM;Vietnam;1152.6678;1148.5596;1229.3212;1376.4728;1509.5682;1723.8916;1945.0249;2207.7493;2354.6465;2407.0667;2710.707;3032.4685;3283.0818;3502.0044;4225.116;4447.702;4037.6526;4368.3804;5341.3945;5408.298;6180.2876;6758.891;6990.851;7305.416;7980.9707;8997.649;9659.209;10293.654;11443.453;12585.57;12467.438;;;
VNM Total;;1152.6678;1148.5596;1229.3212;1376.4728;1509.5682;1723.8916;1945.0249;2207.7493;2354.6465;2407.0667;2710.707;3032.4685;3283.0818;3502.0044;4225.116;4447.702;4037.6526;4368.3804;5341.3945;5408.298;6180.2876;6758.891;6990.851;7305.416;7980.9707;8997.649;9659.209;10293.654;11443.453;12585.57;12467.438;;;
VUT;Vanuatu;3206.816;2615.4478;1337.9148;1302.0443;1270.7379;1240.5452;1214.388;1183.289;1155.9979;1129.2368;1988.2789;2158.8423;2008.1954;2298.1453;1804.7319;1761.5437;1595.11;2524.6426;2429.7217;2740.9023;2766.5137;3125.876;2561.162;2422.6257;2701.0388;2484.069;2445.8684;2661.3218;3346.0903;3154.4717;2923.538;;;
VUT Total;;3206.816;2615.4478;1337.9148;1302.0443;1270.7379;1240.5452;1214.388;1183.289;1155.9979;1129.2368;1988.2789;2158.8423;2008.1954;2298.1453;1804.7319;1761.5437;1595.11;2524.6426;2429.7217;2740.9023;2766.5137;3125.876;2561.162;2422.6257;2701.0388;2484.069;2445.8684;2661.3218;3346.0903;3154.4717;2923.538;;;
WSM;Samoa;3541.1748;3531.6306;3271.4907;3560.5771;3524.9836;3505.8801;3547.9575;3547.5657;3593.4138;3641.2917;5050.979;5352.6963;5618.493;5643.448;5624.824;5678.59;5844.4766;6201.1836;6318.109;6564.24;6500.349;6521.698;6256.2554;6016.6445;6062.045;6971.546;7356.9272;7347.693;7217.7256;7697.959;7222.1904;;;
WSM Total;;3541.1748;3531.6306;3271.4907;3560.5771;3524.9836;3505.8801;3547.9575;3547.5657;3593.4138;3641.2917;5050.979;5352.6963;5618.493;5643.448;5624.824;5678.59;5844.4766;6201.1836;6318.109;6564.24;6500.349;6521.698;6256.2554;6016.6445;6062.045;6971.546;7356.9272;7347.693;7217.7256;7697.959;7222.1904;;;
YEM;Yemen;3518.4668;3504.7122;3536.7214;2806.359;2561.1243;2742.9705;2674.4197;2679.6123;2819.0642;2057.4478;3228.2104;3380.4053;3320.3242;3707.2222;3811.3972;3906.3083;3788.2456;3902.2861;3976.8901;4277.2236;4030.7585;3289.4512;2769.04;3797.829;3495.329;1837.1029;1432.5522;1288.8767;1170.7261;1475.9852;1092.0021;;;
YEM Total;;3518.4668;3504.7122;3536.7214;2806.359;2561.1243;2742.9705;2674.4197;2679.6123;2819.0642;2057.4478;3228.2104;3380.4053;3320.3242;3707.2222;3811.3972;3906.3083;3788.2456;3902.2861;3976.8901;4277.2236;4030.7585;3289.4512;2769.04;3797.829;3495.329;1837.1029;1432.5522;1288.8767;1170.7261;1475.9852;1092.0021;;;
ZAF;South Africa;25820.756;24987.143;24593.379;24109.285;24713.633;25406.133;25519.965;25737.912;24972.111;25531.172;25321.518;25228.531;24361.893;26150.76;28271.896;26508.63;26793.564;27245.98;28867.244;28399.283;28247.576;27552.764;26770.203;26525.145;26411.893;25352.562;26236.475;26033.504;24742.117;25511.209;23568.951;;;
ZAF Total;;25820.756;24987.143;24593.379;24109.285;24713.633;25406.133;25519.965;25737.912;24972.111;25531.172;25321.518;25228.531;24361.893;26150.76;28271.896;26508.63;26793.564;27245.98;28867.244;28399.283;28247.576;27552.764;26770.203;26525.145;26411.893;25352.562;26236.475;26033.504;24742.117;25511.209;23568.951;;;
ZMB;Zambia;4286.728;4023.2705;4027.7708;3758.6143;3649.3577;3421.5933;3175.215;3348.278;3194.412;3018.763;2951.3672;2997.7124;3006.324;3019.908;3012.9995;3068.1736;3064.4688;2793.334;2786.6501;2734.891;2768.134;2998.1587;3116.7373;3198.5288;3323.3853;3115.0676;2846.699;3202.0718;3494.5369;2983.8816;3099.083;;;
ZMB Total;;4286.728;4023.2705;4027.7708;3758.6143;3649.3577;3421.5933;3175.215;3348.278;3194.412;3018.763;2951.3672;2997.7124;3006.324;3019.908;3012.9995;3068.1736;3064.4688;2793.334;2786.6501;2734.891;2768.134;2998.1587;3116.7373;3198.5288;3323.3853;3115.0676;2846.699;3202.0718;3494.5369;2983.8816;3099.083;;;
ZWE;Zimbabwe;6057.5283;6036.0913;5412.468;5147.9585;4898.5435;4794.385;4844.4297;4702.4746;4663.5015;5294.7417;4919.5225;4614.9575;4561.243;4397.342;4045.2322;4160.4126;4158.7817;4036.7202;3324.8596;3254.282;3592.6724;3860.7898;4106.9497;4085.332;3940.8862;3860.9202;3227.6802;3068.0115;3441.9858;3003.6553;2680.1318;;;
ZWE Total;;6057.5283;6036.0913;5412.468;5147.9585;4898.5435;4794.385;4844.4297;4702.4746;4663.5015;5294.7417;4919.5225;4614.9575;4561.243;4397.342;4045.2322;4160.4126;4158.7817;4036.7202;3324.8596;3254.282;3592.6724;3860.7898;4106.9497;4085.332;3940.8862;3860.9202;3227.6802;3068.0115;3441.9858;3003.6553;2680.1318;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
